id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_pms_property_reservation,access_pms_property_reservation,model_pms_property_reservation,base.group_user,1,1,1,0
access_pms_mail,access_pms_mail,model_pms_mail,base.group_user,1,1,1,0
access_pms_reservation_guest,access_pms_reservation_guest,model_pms_reservation_guest,base.group_user,1,1,1,0
access_pms_configurator,access_pms_configurator,model_pms_configurator,base.group_user,1,1,1,0
access_pms_reservation_guest_wizard,access_pms_reservation_guest_wizard,model_pms_reservation_guest_wizard,base.group_user,1,1,1,0
access_pms_property_reservation_manager,access_pms_property_reservation_manager,model_pms_property_reservation,pms_base.group_pms_manager,1,1,1,1
access_pms_mail_manager,access_pms_mail_manager,model_pms_mail,pms_base.group_pms_manager,1,1,1,1
access_pms_reservation_guest_manager,access_pms_reservation_guest_manager,model_pms_reservation_guest,pms_base.group_pms_manager,1,1,1,1
access_pms_reservation_manager,access_pms_reservation_manager,model_pms_reservation,pms_base.group_pms_manager,1,1,1,1
access_pms_reservation_user,access_pms_reservation_user,model_pms_reservation,pms_base.group_pms_user,1,1,1,0
access_pms_reservation,access_pms_reservation,model_pms_reservation,base.group_user,1,0,0,0
